time,direction,speed,gust
20150514 13,170,4,5.5
20150514 14,180,4.1,5.1
20150514 15,170,4.3,4.9
20150514 16,170,3.4,4.7
20150514 17,160,3.2,4.5
20150514 18,170,3,3.7
20150514 19,170,2.8,3.8
20150514 20,160,2.5,3.3
20150514 21,160,3.1,3.4
20150514 22,160,3.5,4.4
20150514 23,170,3.4,4.7
20150514 24,180,3.2,4
20150515 01,180,4,4.6
20150515 02,170,2.9,4.7
20150515 03,150,1,3
20150515 04,170,2,2.6
20150515 05,160,2.3,3.1
20150515 06,160,2,3.1
20150515 07,Varia,0.1,2
20150515 08,150,1.8,3.1
20150515 09,150,2.9,4.1
20150515 10,160,3.7,4.8
20150515 11,170,3,5
20150515 12,160,3.8,4.5*
20150515 13,180,3.8,5.1
20150515 14,200,4.6,5.2
20150515 15,200,4.9,5.4
20150515 16,190,4.8,6.4
20150515 17,200,6.3,7.4
20150515 18,210,5.8,7.3
20150515 19,200,6.5,7.6
20150515 20,200,5.1,8
20150515 21,200,4.9,5.6
20150515 22,210,5.5,6.3
20150515 23,200,4.3,6.9
20150515 24,190,5.2,6.4
20150516 01,210,5.8,7.1
20150516 02,230,5.5,7.2
20150516 03,210,6.3,7.4
20150516 04,220,6,7.1
20150516 05,230,4.3,6.1
20150516 06,220,3.6,4.3
20150516 07,220,3.3,4.3
20150516 08,270,1.5,4.7
20150516 09,Varia,0.9,3.6
20150516 10,90,2.2,3.5
20150516 11,70,2.3,4
20150516 12,20,1.7,2.8
20150516 13,Varia,0.1,2.4
20150516 14,Varia,0.1,0.1
20150516 15,70,1.7,3.8
20150516 16,40,3.8,4.9
20150516 17,360,5.5,6.9
20150516 18,170,5.1,14.3
20150516 19,210,4.8,7.1
20150516 20,210,7.3,8.7
20150516 21,290,3.9,7.2
20150516 22,280,3.9,8
20150516 23,340,1.5,9.3
20150516 24,Varia,0.1,0.9
20150517 01,Varia,0.5,3.4
20150517 02,Varia,0.1,3.7
20150517 03,240,0.9,3.3
20150517 04,Varia,0.1,0.5
20150517 05,0,0,0.1
20150517 06,Varia,0.1,0.1
20150517 07,30,1,1.7
20150517 08,50,1.3,2.1
20150517 09,80,2.1,2.7
20150517 10,190,7,9.1
20150517 11,190,8,9.7
20150517 12,200,10.2,17.9
20150517 13,200,11.1,16.8
20150517 14,200,11.1,13
20150517 15,200,13.3,15.7
20150517 16,230,11.3,23.6
20150517 17,220,9.4,12.4
20150517 18,250,6.3,8.9
20150517 19,230,5.5,8.5
20150517 20,260,5.2,8.5
20150517 21,250,3.5,6.3
20150517 22,260,1.9,4.1
20150517 23,Varia,0.1,1.8
20150517 24,Varia,0.1,0.1
20150518 01,170,0.8,2.2
20150518 02,Varia,0.1,2.2
20150518 03,160,2,2.6
20150518 04,200,2.5,3.5
20150518 05,200,6.6,7.3
20150518 06,200,7.5,9
20150518 07,210,7.9,9.7
20150518 08,200,8.3,9.5
20150518 09,200,9.8,11.2
20150518 10,210,8.7,11.9
20150518 11,220,8.1,10.6
20150518 12,210,8.1,9.7
20150518 13,210,8.5,10.1
20150518 14,210,8.6,10.2
20150518 15,220,5.4,9.1
20150518 16,220,7.2,8.4
20150518 17,210,7.3,8.1
20150518 18,210,6.7,8
20150518 19,220,6.9,8.9
20150518 20,210,6.5,7.8
20150518 21,200,7.4,8
20150518 22,200,6.9,8.4
20150518 23,210,6.1,8.1
20150518 24,210,6.7,7.5
20150519 01,200,8.3,9.9
20150519 02,210,9,10.2
20150519 03,210,7.3,9.8
20150519 04,210,7.6,9.3
20150519 05,210,6.8,9.5
20150519 06,200,7,8.1
20150519 07,200,8.1,9.5
20150519 08,200,8.8,11.7
20150519 09,200,9.8,11.9
20150519 10,200,9.4,11.7
20150519 11,210,11.6,13.4
20150519 12,210,11.3,13.7
20150519 13,210,10.8,14.3
20150519 14,210,9.5,13.6
20150519 15,220,9.7,13
20150519 16,220,9.6,12.3
20150519 17,220,10.2,11.1
20150519 18,220,8.6,12.1
20150519 19,220,7.6,9.7
20150519 20,220,7.3,8.6
20150519 21,220,8,9.5
20150519 22,220,10.1,11.3
20150519 23,220,9.4,10.2
20150519 24,220,10.4,12.1
20150520 01,220,10.1,12.3
20150520 02,220,10,12
20150520 03,220,9.9,11.9
20150520 04,220,10.4,11.1
20150520 05,220,9.4,11.6
20150520 06,220,8.7,14.3
20150520 07,210,8,12.1
20150520 08,210,9.4,10.5
20150520 09,210,9.6,11.4
20150520 10,210,8.7,12.2
20150520 11,220,11.7,12.8
20150520 12,220,12.7,14.2
20150520 13,210,11.3,14.9
20150520 14,220,11.7,13
20150520 15,220,10.4,12
20150520 16,220,11.4,12.7
20150520 17,210,8.7,12.5
20150520 18,210,8,11
20150520 19,220,7.1,10.4
20150520 20,210,8.5,10.6
20150520 21,210,8.2,14.3
20150520 22,200,6.9,10
20150520 23,20,7.2,8.6
20150520 24,20,9.3,11.1
20150521 01,10,10.4,13
20150521 02,350,4.3,13.7
20150521 03,330,2.3,4.6
20150521 04,40,8.4,10.6
20150521 05,50,10,12.3
20150521 06,50,10.1,13.8
20150521 07,50,9,11.9
20150521 08,60,11.6,13.6
20150521 09,70,14.1,15.9
20150521 10,70,14.3,17.2
20150521 11,80,15.3,18.8
20150521 12,70,13.6,17.6
20150521 13,80,15.6,18
20150521 14,80,15,18.3
20150521 15,80,15.1,17.7
20150521 16,80,15.2,18.5
20150521 17,80,14.5,17.6
20150521 18,80,13.5,17.7
20150521 19,70,11.2,16.1
20150521 20,60,11,13.6
20150521 21,60,11.8,13.3
20150521 22,70,11.3,13.9
20150521 23,60,9.6,11.6
20150521 24,60,9.9,12
20150522 01,70,9,11.9
20150522 02,60,8.4,11.3
20150522 03,60,8.5,10.5
20150522 04,50,8,10.3
20150522 05,50,8.1,10.1
20150522 06,60,8.5,10.7
20150522 07,60,8.7,11
20150522 08,50,8.2,11
20150522 09,60,8.4,10.1
20150522 10,60,9.2,10.4
20150522 11,60,8.8,11.6
20150522 12,60,8.9,10.8
20150522 13,70,9.2,10.4
20150522 14,50,8.1,10.4
20150522 15,50,8.7,10.3
20150522 16,60,8.8,10.3
20150522 17,60,8.6,10.5
20150522 18,60,9.1,11.2
20150522 19,70,9,11.1
20150522 20,50,7.3,10.7
20150522 21,40,6.8,9.1
20150522 22,50,9,10.6
20150522 23,60,8.9,10.4
20150522 24,80,10,11.4
20150523 01,70,6.2,10.4
20150523 02,40,4.6,6.3
20150523 03,70,5.3,7.4
20150523 04,90,9.8,11.6
20150523 05,50,8.9,12.6
20150523 06,Varia,0.3,10.4
20150523 07,210,2.6,5.9
20150523 08,210,4.5,6.3
20150523 09,200,6.1,8.1
20150523 10,190,5.4,17.1
20150523 11,200,7.3,10.2
20150523 12,220,8.4,17.1
20150523 13,220,7.5,10.5
20150523 14,220,7.7,8.8
20150523 15,220,5.9,8
20150523 16,100,2.4,6.6
20150523 17,10,6.1,20.7
20150523 18,10,6.2,10
20150523 19,290,3.1,6.9
20150523 20,310,6.1,10
20150523 21,Varia,0.1,6
20150523 22,Varia,0.1,0.1
20150523 23,0,0,0.1
20150523 24,40,2.5,3.6
20150524 01,Varia,0.1,5.3
20150524 02,30,2,4.3
20150524 03,40,1.5,3.1
20150524 04,20,0.9,2.8
20150524 05,60,1.4,2.3
20150524 06,40,1.2,1.9
20150524 07,Varia,0.1,1.5
20150524 08,Varia,0.1,0.1
20150524 09,250,0.3,2.4
20150524 10,90,1.1,3.1
20150524 11,50,1.7,2.9
20150524 12,70,1.1,3.1
20150524 13,Varia,0.1,0.7
20150524 14,Varia,0.1,2.6
20150524 15,220,2.2,2.9
20150524 16,230,2.2,3.4
20150524 17,280,3.6,7
20150524 18,310,2.6,5.3
20150524 19,290,1.3,4.1
20150524 20,Varia,0.1,2.8
20150524 21,Varia,0.2,2.3
20150524 22,290,3.6,5.1
20150524 23,300,3.2,5.7
20150524 24,Varia,0.1,3.5
20150525 01,Varia,0.1,2.2
20150525 02,220,2,3.7
20150525 03,260,2.5,3.5
20150525 04,0,0,2.4
20150525 05,0,0,0.1
20150525 06,50,3.6,3.8
20150525 07,70,2.7,4.1
20150525 08,80,1.3,2.7
20150525 09,Varia,0.1,0.2
20150525 10,70,2.7,3.2
20150525 11,90,0.4,2.6
20150525 12,130,1.7,2.5
20150525 13,140,1.5,3.2
20150525 14,150,1.2,3.3
20150525 15,160,4.3,5
20150525 16,150,3.6,5.4
20150525 17,220,7,8.2
20150525 18,210,4,7.1
20150525 19,210,2.2,5
20150525 20,180,2.3,3.3
20150525 21,210,6.7,8.5
20150525 22,350,4.3,9.5
20150525 23,0,0,4.9
20150525 24,90,1.5,2.6
20150526 01,50,4,5.4
20150526 02,40,2.8,4.2
20150526 03,140,1,3.2
20150526 04,Varia,0.1,1.4
20150526 05,190,2.1,2.5
20150526 06,210,2.7,4.5
20150526 07,210,4.9,5.7
20150526 08,210,4.3,5.4
20150526 09,200,4.7,5.8
20150526 10,210,5.8,10.5
20150526 11,50,7.2,15.5
20150526 12,300,9.8,21
20150526 13,350,2.3,12.5
20150526 14,80,3.1,5.1
20150526 15,30,1.3,2.9*
20150526 16,Varia,0.1,2
20150526 17,Varia,0.1,5.6
20150526 18,30,1.1,3.6
20150526 19,40,2.9,4.1
20150526 20,50,1.4,4.1
20150526 21,190,3.4,4.8
20150526 22,200,3.3,5.4
20150526 23,210,3.2,4.4
20150526 24,200,4,5.5
20150527 01,200,4.1,6.2
20150527 02,200,5,5.4
20150527 03,190,5.3,6.6
20150527 04,190,6.3,7.4
20150527 05,190,5.9,7.8
20150527 06,200,7.3,8.1
20150527 07,200,7.9,8.9
20150527 08,200,8.2,9.6
20150527 09,210,8,9.2
20150527 10,210,8.4,9.4
20150527 11,210,8.1,10.1
20150527 12,210,8.1,10.1
20150527 13,210,6.4,8.8
20150527 14,210,6.1,8.2
20150527 15,200,5.5,7.9
20150527 16,210,6.2,6.9
20150527 17,210,6.3,7.9
20150527 18,200,5.3,7.1
20150527 19,190,7.1,7.8
20150527 20,200,7.7,8.3
20150527 21,200,8.5,9.4
20150527 22,200,7.6,9.2
20150527 23,200,5.7,7.9
20150527 24,190,7,8
20150528 01,200,6.8,8.4
20150528 02,210,6,7.7
20150528 03,220,6.6,8.9
20150528 04,220,7.8,9.9
20150528 05,220,6.5,9
20150528 06,220,8.3,9.5
20150528 07,210,7.8,9.2
20150528 08,220,6.9,8.1
20150528 09,220,6.5,7.3
20150528 10,220,6.7,7.5
20150528 11,220,6.4,7.3
20150528 12,220,6.6,7.3
20150528 13,220,6.9,7.6
20150528 14,210,6.9,8.3
20150528 15,220,8.6,9.4
20150528 16,210,8.3,9.7
20150528 17,210,7.9,9.5
20150528 18,220,8.1,9.2
20150528 19,210,7.5,8.6
20150528 20,210,7.8,9.6
20150528 21,200,8,9.2
20150528 22,200,7.8,9
20150528 23,200,8.6,9.8
20150528 24,200,7.5,9.8
20150529 01,210,9.4,10.6
20150529 02,210,7.1,10.4
20150529 03,210,6.9,8.6
20150529 04,210,5.8,7.2
20150529 05,210,7,7.5
20150529 06,210,5.9,7.5
20150529 07,210,5.6,7
20150529 08,210,4.6,6.8
20150529 09,210,5.3,6.2
20150529 10,220,5.1,6.6
20150529 11,230,6.8,7.6
20150529 12,230,6.7,8.7
20150529 13,220,6.6,7.8
20150529 14,230,6.8,8.9
20150529 15,220,7.5,9.1
20150529 16,210,6,8.1
20150529 17,210,7.3,8.2
20150529 18,210,6.3,8.7
20150529 19,210,6.9,7.6
20150529 20,210,7,8
20150529 21,200,6.6,8.3
20150529 22,210,6,7.5
20150529 23,190,7,7.8
20150529 24,200,6.6,7.5
20150530 01,200,7.1,7.9
20150530 02,210,6.9,8.2
20150530 03,210,6.6,8.6
20150530 04,220,7.7,8.5
20150530 05,230,6.1,8.9
20150530 06,220,6.7,7.3
20150530 07,220,7.1,8
20150530 08,230,6.8,8.3
20150530 09,230,8.4,9.3
20150530 10,230,7.9,9.1
20150530 11,220,6.4,8.9
20150530 12,230,6.4,7.3
20150530 13,230,8,8.7
20150530 14,220,8.3,9.2
20150530 15,220,9,9.9
20150530 16,220,9.7,10.6
20150530 17,230,10.2,11.6
20150530 18,240,8.4,11.3
20150530 19,240,7,10.3
20150530 20,290,3.5,9.3
20150530 21,340,4.3,11
20150530 22,190,1,3.2
20150530 23,260,2.5,3.5
20150530 24,220,3,3.9
20150531 01,Varia,0.4,2.8
20150531 02,Varia,0.1,0.1
20150531 03,230,2.2,3.5
20150531 04,230,2.6,3.6
20150531 05,220,3.8,6.1
20150531 06,200,2.8,4.4
20150531 07,210,4.1,9.8
20150531 08,210,3.4,5.7
20150531 09,190,7.8,11.5
20150531 10,190,3.5,10.9
20150531 11,210,4.7,5.9
20150531 12,220,7.7,8.4
20150531 13,230,6.7,8.2
20150531 14,230,6.2,8
20150531 15,230,4,6.5
20150531 16,220,2.9,4.1
20150531 17,230,2.7,4.7
20150531 18,230,2.4,3.4
20150531 19,Varia,0.1,3
20150531 20,150,4.7,5.8
20150531 21,180,4.2,5.3
20150531 22,190,8.3,9.4
20150531 23,200,8.3,9.7
20150531 24,200,7.7,9.1
20150601 01,200,6.5,8.3
20150601 02,210,7.8,9.7
20150601 03,200,8,9.1
20150601 04,200,8.2,9.6
20150601 05,210,7.2,8.2
20150601 06,210,6.4,8.4
20150601 07,210,5.9,6.7
20150601 08,210,4.4,6.7
20150601 09,190,5.8,6.5
20150601 10,200,5.2,6.2
20150601 11,200,5.6,6.9
20150601 12,200,7.3,9
20150601 13,190,6.1,7.8
20150601 14,190,6.4,7.8
20150601 15,190,5.6,7.4
20150601 16,190,5,10.8
20150601 17,180,5.5,6.3
20150601 18,190,6.1,7.8
20150601 19,180,6.1,7.4
20150601 20,190,7.4,8.3
20150601 21,180,6.4,8
20150601 22,180,6.3,8
20150601 23,180,6.9,9
20150601 24,180,7.4,9.5
20150602 01,180,9,10.1
20150602 02,200,5.1,9.4
20150602 03,190,9,10.3
20150602 04,190,7.7,9.5
20150602 05,190,6.8,8.7
20150602 06,190,7.8,8.8
20150602 07,190,7.4,8.8
20150602 08,200,6.7,8.8
20150602 09,200,6.2,8.1
20150602 10,200,5.8,8.2
20150602 11,200,5.5,6.3
20150602 12,200,4.2,6.2
20150602 13,210,5.5,6.8
20150602 14,190,6.3,8
20150602 15,200,5.8,8.1
20150602 16,190,5.9,7.7
20150602 17,190,6.3,7.2
20150602 18,190,5.7,7.1
20150602 19,210,5.5,6.6
20150602 20,200,5.4,6.3
20150602 21,190,4.9,6.7
20150602 22,190,4.9,5.9
20150602 23,190,5.5,6.6
20150602 24,180,6.5,7.7
20150603 01,190,7,8.2
20150603 02,190,7.4,9.1
20150603 03,200,7.4,8.4
20150603 04,220,5.5,8.6
20150603 05,210,5.7,6.8
20150603 06,220,5.6,6.9
20150603 07,220,4.5,6.5
20150603 08,220,4,4.7
20150603 09,220,4.3,5.2
20150603 10,220,4,4.9
20150603 11,220,3.9,5.4
20150603 12,280,10.3,13.5
20150603 13,240,5,11.8
20150603 14,240,5.5,7
20150603 15,220,6.1,7.3
20150603 16,220,6.7,7.7
20150603 17,220,5.9,6.9
20150603 18,220,5.5,6.1
20150603 19,220,5.8,6.6
20150603 20,230,5.4,6.8
20150603 21,220,4.6,6.9
20150603 22,230,5.3,6.7
20150603 23,240,4.1,6.9
20150603 24,230,3.6,5.2
20150604 01,220,3.2,3.8
20150604 02,210,3.7,4.2
20150604 03,210,4,5.7
20150604 04,220,4.9,6.9
20150604 05,230,4.7,6.7
20150604 06,240,4.2,6.1
20150604 07,280,3.1,4.4
20150604 08,230,4.5,5.9
20150604 09,240,4.2,5.8
20150604 10,230,4.9,6.4
20150604 11,220,5.1,6.4
20150604 12,220,6,7
20150604 13,230,7.2,8.3
20150604 14,230,7,8.3
20150604 15,220,7,8
20150604 16,230,7.4,8.1
20150604 17,230,7.8,8.7
20150604 18,240,5.7,8.8
20150604 19,240,6.7,8.4
20150604 20,230,7.4,8.8
20150604 21,220,6.1,8.1
20150604 22,220,5.7,6.5
20150604 23,230,5.7,6.7
20150604 24,230,4.8,6.9
20150605 01,220,5.3,6
20150605 02,230,6.2,7.1
20150605 03,240,5.4,8.2
20150605 04,230,6.3,8.2
20150605 05,230,8,8.7
20150605 06,230,7.9,9.2
20150605 07,240,7,9.8
20150605 08,240,7.3,9.2
20150605 09,240,7.6,10.8
20150605 10,240,7.4,9.8
20150605 11,230,7.8,10.1
20150605 12,230,8.6,10.2*
20150605 13,230,9,10.6
20150605 14,230,9.5,10.7
20150605 15,230,9.4,11.2
20150605 16,240,7.9,10.8
20150605 17,230,7.4,9.8
20150605 18,230,6.6,9.9
20150605 19,260,7.1,10.5
20150605 20,260,4.8,9.3
20150605 21,280,3.5,7.4
20150605 22,20,4.1,6.6
20150605 23,110,1.8,5.2
20150605 24,160,1.1,2
20150606 01,30,0.7,1.5
20150606 02,Varia,0.1,0.1
20150606 03,Varia,0.1,0.1
20150606 04,Varia,0.1,0.1
20150606 05,Varia,0.1,0.1
20150606 06,Varia,0.1,0.2
20150606 07,Varia,0.1,0.1
20150606 08,0,0,0.1
20150606 09,Varia,0.1,0.1
20150606 10,Varia,0.1,0.1
20150606 11,Varia,0.1,0.1
20150606 12,210,2.5,3.4
20150606 13,210,5,6
20150606 14,220,5.2,7.8
20150606 15,190,6.4,7.2
20150606 16,210,5.4,6.5
20150606 17,210,7.8,10.9
20150606 18,220,6,10.9
20150606 19,210,6.7,7.5
20150606 20,200,5.1,6.4
20150606 21,210,5.3,5.8
20150606 22,200,5.3,6
20150606 23,200,4.2,5.6
20150606 24,200,5.8,6.6
20150607 01,190,5.3,6.3
20150607 02,200,5.1,6.8
20150607 03,200,4.8,5.6
20150607 04,210,4.5,6.6
20150607 05,200,4.2,5.9
20150607 06,200,4.2,5
20150607 07,190,4.8,5.4
20150607 08,200,4.4,5.8
20150607 09,200,5.2,6.4
20150607 10,200,5.1,6.8
20150607 11,210,4.4,6.5
20150607 12,210,3.4,5.4
20150607 13,190,6,6.9
20150607 14,190,5.9,7.4
20150607 15,190,4.8,6.6
20150607 16,190,7.6,8.8
20150607 17,180,6.3,8.6
20150607 18,180,5.2,6.6
20150607 19,200,6.5,8.3
20150607 20,190,6.1,7.6
20150607 21,200,5.6,10.8
20150607 22,190,7.7,8.8
20150607 23,200,6.5,8.2
20150607 24,190,6.8,8
20150608 01,180,6.4,7.7
20150608 02,180,7.1,8.5
20150608 03,190,6.8,7.7
20150608 04,200,5.8,7.5
20150608 05,190,5.1,6.7
20150608 06,200,4.1,5.7
20150608 07,200,5.8,6.6
20150608 08,200,5.6,6.6
20150608 09,200,5.2,5.8
20150608 10,190,5.9,6.9
20150608 11,200,6.1,7.3
20150608 12,220,6.9,8.3
20150608 13,220,6.9,8.2
20150608 14,220,6.3,8
20150608 15,220,6.1,8.2
20150608 16,220,5.3,6.6
20150608 17,220,5.1,6.3
20150608 18,210,5.1,5.9
20150608 19,200,5.4,6.3
20150608 20,200,5.1,6.4
20150608 21,200,5.4,6
20150608 22,200,5.6,7.1
20150608 23,200,6.6,7.3
20150608 24,220,4.7,7.7
20150609 01,210,4.5,5
20150609 02,220,4.3,5.3
20150609 03,220,5.1,5.8
20150609 04,230,5.5,9.8
20150609 05,220,5.1,6.5
20150609 06,230,5.2,6.4
20150609 07,230,5.4,6.7
20150609 08,230,5.1,7.4
20150609 09,220,4.5,5.8
20150609 10,230,5.3,5.9
20150609 11,220,4.8,6
20150609 12,220,4.9,6.4
20150609 13,220,5.9,6.4
20150609 14,220,7.5,8.7
20150609 15,210,8.1,8.8
20150609 16,210,8.1,9.3
20150609 17,210,7.9,9.7
20150609 18,220,8.7,9.6
20150609 19,210,7.9,9.7
20150609 20,220,8.6,10.3
20150609 21,220,7.9,8.6
20150609 22,220,6.5,8.1
20150609 23,220,6.7,8
20150609 24,220,5.7,6.7
20150610 01,210,5,7.2
20150610 02,220,6.2,7.1
20150610 03,220,6.3,7.7*
20150610 04,220,6.4,8
20150610 05,220,6,6.5
20150610 06,210,5.5,6.9
20150610 07,210,4.4,5.9
20150610 08,220,4.7,6
20150610 09,210,4.1,5.1
20150610 10,220,4.5,6.5
20150610 11,210,4.9,5.8
20150610 12,200,4.8,6.1
20150610 13,200,6.8,7.8
20150610 14,220,3.6,21.9
20150610 15,200,6.8,10.5
20150610 16,220,8,9.4
20150610 17,220,7.6,10.1
20150610 18,220,7,8.3
20150610 19,220,7.4,8.3
20150610 20,220,6.5,8.3
20150610 21,210,6.1,7.7
20150610 22,220,5.6,6.9
20150610 23,210,6.9,7.5
20150610 24,200,5.6,7.1
20150611 01,210,5.3,6.5
20150611 02,210,6.2,7.1
20150611 03,210,5.6,6.5
20150611 04,210,6.1,7.8
20150611 05,220,5.8,7.8
20150611 06,220,7.7,9.1
20150611 07,220,6.3,8.7
20150611 08,230,6.4,7.3
20150611 09,220,6,7.7
20150611 10,230,5.3,6.6
20150611 11,230,6.2,7.5
20150611 12,220,7.9,8.7
20150611 13,220,8,8.8
20150611 14,220,8.6,9.4
20150611 15,220,7.9,9.3
20150611 16,220,7.8,8.8
20150611 17,220,7,8.9
20150611 18,220,7,7.8
20150611 19,220,6.2,7.5
20150611 20,210,4.8,7.4
20150611 21,220,3.1,6.5
20150611 22,210,4.8,5.2
20150611 23,220,4.6,5
20150611 24,200,4.3,4.9
20150612 01,200,3.6,4.5
20150612 02,200,5.7,6.1
20150612 03,240,1.9,6.3
20150612 04,Varia,1.8,6.1
20150612 05,300,3.8,7.3
20150612 06,250,3.7,6
20150612 07,280,1,4.2
20150612 08,320,0.9,3.4
20150612 09,Varia,0.1,1.8
20150612 10,220,1.7,2.9
20150612 11,200,5.4,10.1
20150612 12,210,3.4,5.3*
20150612 13,230,6.4,14.4
20150612 14,230,8.5,9.3
20150612 15,230,9,9.6
20150612 16,230,8,10
20150612 17,230,5.9,9.2
20150612 18,230,6,6.8
20150612 19,230,3.5,6.8
20150612 20,220,4.6,5
20150612 21,210,3.7,4.6
20150612 22,190,4.3,5
20150612 23,200,4,4.8
20150612 24,200,4.5,5
20150613 01,200,5.7,6.1
20150613 02,210,6.3,7.1
20150613 03,220,5.1,7.2
20150613 04,220,5.6,6.6
20150613 05,220,5,6
20150613 06,220,3.5,5.4
20150613 07,220,3.1,4.6
20150613 08,220,4,4.6
20150613 09,210,3.1,4.5
20150613 10,210,4.3,5.5
20150613 11,210,3.7,5.6
20150613 12,220,3.1,4.4
20150613 13,210,5.1,5.9
20150613 14,210,5.2,6.1
20150613 15,220,6.4,7.2
20150613 16,210,6.7,7.2
20150613 17,210,5.5,7.2
20150613 18,210,6.1,7
20150613 19,200,6.6,7.6
20150613 20,200,6.4,8.2
20150613 21,200,5.2,8
20150613 22,210,4.6,5.4
20150613 23,200,2.7,4.6
20150613 24,190,3.3,4.4
20150614 01,180,5.7,7.1
20150614 02,180,8.3,9.7
20150614 03,190,5.5,9.4
20150614 04,200,5.9,6.4
20150614 05,190,5.6,6.3
20150614 06,190,4.9,5.8
20150614 07,200,5.3,6
20150614 08,200,5.5,6.6
20150614 09,200,4.8,6.2
20150614 10,190,5.9,6.7
20150614 11,200,5.8,7.1
20150614 12,190,5.4,7.1
20150614 13,190,7.5,8.6
20150614 14,190,6.7,8.3
20150614 15,200,6.7,8
20150614 16,190,7.1,8.7
20150614 17,200,6.8,8.2
20150614 18,240,4,8.4
20150614 19,210,3.1,4.8
20150614 20,200,2,3.4
20150614 21,Varia,0.1,2.9
20150614 22,190,2.6,3.1
20150614 23,170,5,5.5
20150614 24,180,6.1,6.9
20150615 01,170,6.1,7.1
20150615 02,180,5.4,7.9
20150615 03,200,3.8,6.3
20150615 04,200,3.6,4.2
20150615 05,220,3.8,4.7
20150615 06,190,4.1,9.1
20150615 07,250,0.1,3.9
20150615 08,150,2.5,10.7
20150615 09,130,1.4,3.1
20150615 10,Varia,0.1,1.7
20150615 11,Varia,0.1,0.1
20150615 12,130,1.2,1.7
20150615 13,130,0.7,2.4
20150615 14,150,2.8,3.5
20150615 15,160,3.5,4.6
20150615 16,150,3.2,4.6
20150615 17,180,3,4.5
20150615 18,190,3.1,4.7
20150615 19,180,2.8,3.7
20150615 20,200,3.6,4.2
20150615 21,210,3,4
20150615 22,230,2.1,3.3
20150615 23,210,1.9,2.6
20150615 24,200,2.3,2.9
20150616 01,200,3.2,3.6
20150616 02,200,2.6,3.6
20150616 03,220,1.3,2.8
20150616 04,Varia,0.1,2.5
20150616 05,Varia,0.1,0.1
20150616 06,Varia,0.1,0.1
20150616 07,Varia,0.1,0.1
20150616 08,Varia,0.1,0.1
20150616 09,0,0,0.1
20150616 10,Varia,0.1,0.1
20150616 11,200,1.2,2.5
20150616 12,220,3.2,3.8
20150616 13,220,3.2,3.5
20150616 14,220,4.7,5.1
20150616 15,220,5.2,5.7
20150616 16,230,5.4,6
20150616 17,230,5.1,6.4
20150616 18,220,5.6,6.2
20150616 19,220,5.5,6.8
20150616 20,230,5.1,6.3
20150616 21,230,4.6,5.4
20150616 22,210,4.7,5.4
20150616 23,200,4.9,5.9
20150616 24,210,5,6.3
20150617 01,220,5,6
20150617 02,220,5.5,5.9
20150617 03,230,6.1,7.2
20150617 04,230,6,7
20150617 05,250,5.4,7.6
20150617 06,270,4.2,7.8
20150617 07,270,3.7,6.4
20150617 08,220,5,6.6
20150617 09,260,4,5.7
20150617 10,240,4.7,7.5
20150617 11,230,6.8,8.6
20150617 12,230,6.9,8.3
20150617 13,220,5.8,7.9
20150617 14,230,8.3,9
20150617 15,230,8.6,9.7
20150617 16,230,8.8,9.4
20150617 17,230,8.4,9.3
20150617 18,230,7.6,9.2
20150617 19,220,7.6,8.8
20150617 20,230,7.2,8.3
20150617 21,220,5.5,7.8
20150617 22,220,5.6,6.7
20150617 23,220,6.1,6.7
20150617 24,210,7,7.9
20150618 01,220,6.2,8.1
20150618 02,230,7.1,8
20150618 03,230,6,7.7
20150618 04,250,4.9,7.5
20150618 05,230,4.3,6.5
20150618 06,270,4.3,7.7
20150618 07,280,2.7,6.6
20150618 08,250,4.3,6.3
20150618 09,250,5.5,9.2
20150618 10,250,5.8,9.9
20150618 11,250,5.3,9.3
20150618 12,260,5.5,10
20150618 13,270,6.7,9
20150618 14,280,7.4,9.4
20150618 15,220,6.6,8.3
20150618 16,230,7,8.6
20150618 17,220,6.5,9.1
20150618 18,220,7.4,8.5
20150618 19,230,5.8,7.4
20150618 20,220,6,7.8
20150618 21,210,4.7,6.3
20150618 22,210,4.8,6.1
20150618 23,220,4.3,5.7
20150618 24,220,3.5,4.4
20150619 01,230,4.1,4.8
20150619 02,230,5.7,6.6
20150619 03,230,5.3,6.3
20150619 04,250,3.4,5.4
20150619 05,250,3.4,4.6
20150619 06,260,2.9,4.5
20150619 07,280,2.3,3.5
20150619 08,230,3,3.5
20150619 09,230,4,4.7
20150619 10,220,4.6,5.1
20150619 11,250,2.9,6
20150619 12,260,4.6,8.6
20150619 13,220,5.9,7.2
20150619 14,240,4.4,7.1
20150619 15,220,5.7,6.7
20150619 16,220,5.3,6.1
20150619 17,230,5,7.2
20150619 18,230,3.3,5.6
20150619 19,220,3.6,4.2
20150619 20,200,3.2,4.9
20150619 21,190,2.4,3.5
20150619 22,190,3,3.4
20150619 23,180,4,5.5
20150619 24,180,4.3,5.1
20150620 01,190,3.8,5.3
20150620 02,180,5.1,6.4
20150620 03,190,3.4,5.7
20150620 04,170,2.7,4.2
20150620 05,170,2.2,2.8
20150620 06,Varia,0.1,2.4
20150620 07,20,1.8,2.4
20150620 08,30,2.3,2.9
20150620 09,50,2.2,4.1
20150620 10,60,3.5,4.2
20150620 11,60,2.3,3.9
20150620 12,80,3.2,3.7
20150620 13,120,2.7,3.7
20150620 14,120,4.1,5.4
20150620 15,130,4.6,5.9
