time,direction,speed,gust
20130503 04,70,11.6,13.5
20130503 05,70,10.5,13.4
20130503 06,70,11.5,13.6
20130503 07,60,11.3,13
20130503 08,60,11.7,13.5
20130503 09,60,10.7,13.5
20130503 10,60,9.1,13.1
20130503 11,60,10.1,11.9
20130503 12,60,9.9,14.6
20130503 13,60,10,12.4
20130503 14,60,10,11.6
20130503 15,50,8.2,11.1
20130503 16,40,7.5,11.3
20130503 17,40,8,9.7
20130503 18,50,7.4,10.2
20130503 19,50,7.4,9.2
20130503 20,50,8.4,11.3
20130503 21,60,9.1,11
20130503 22,60,10.7,12.6
20130503 23,60,10.6,12.2
20130503 24,50,9.7,11.8
20130504 01,50,9.9,12.5
20130504 02,50,9.3,12.1
20130504 03,50,8.7,11
20130504 04,50,8.9,12.5
20130504 05,50,7.3,10.5
20130504 06,40,6.4,8.9
20130504 07,50,7.2,10.7
20130504 08,40,7.6,10.1
20130504 09,40,6.6,9
20130504 10,50,5.9,8.7
20130504 11,50,5.7,8
20130504 12,50,6.7,8.4
20130504 13,70,7,9.4
20130504 14,60,5.6,8.7
20130504 15,80,6.8,8.3
20130504 16,70,6,7.7
20130504 17,80,6.2,7
20130504 18,70,7,8.6
20130504 19,70,9.8,10.8
20130504 20,60,7.9,11.1
20130504 21,60,9.3,11.9
20130504 22,60,8.7,11
20130504 23,60,7.3,10.7
20130504 24,50,5.7,7.9
20130505 01,60,6.8,8.3
20130505 02,70,8.5,10.9
20130505 03,60,7.5,10.4
20130505 04,70,6.1,9.1
20130505 05,60,6.4,7.9
20130505 06,50,4.4,10.1
20130505 07,70,7.3,9.6
20130505 08,70,6.5,8.4
20130505 09,70,5.3,8.7
20130505 10,60,4.7,6.5
20130505 11,60,5.3,6.7
20130505 12,60,4.6,6.5
20130505 13,60,4.8,5.9
20130505 14,70,6.5,8.9
20130505 15,60,3.7,7.1
20130505 16,50,3.5,4.3
20130505 17,70,4,5.7
20130505 18,70,4.9,6.4
20130505 19,60,5.4,6.2
20130505 20,50,4.6,5.7
20130505 21,50,4.6,5.8
20130505 22,60,5.2,6.7
20130505 23,70,5.6,7.6
20130505 24,80,7.2,8.6
20130506 01,80,8.8,10.6
20130506 02,80,8.6,11.3
20130506 03,90,9.2,10.8
20130506 04,70,7.5,10.5
20130506 05,70,7.1,9.2
20130506 06,80,8.1,10.3
20130506 07,60,6.5,9.2
20130506 08,80,9.5,11
20130506 09,80,8.6,10.3
20130506 10,70,7.8,10.2
20130506 11,70,6.3,8
20130506 12,60,6.4,7.3
20130506 13,50,5.8,6.9
20130506 14,50,5.8,7.1
20130506 15,50,5.9,7.1
20130506 16,50,5.2,6.6
20130506 17,50,5.9,6.6
20130506 18,40,5.8,6.5
20130506 19,50,5.3,7.1
20130506 20,60,5.2,5.6
20130506 21,60,4.1,5.8
20130506 22,70,5.2,5.6
20130506 23,60,4.8,5.8
20130506 24,60,4.1,5.8
20130507 01,70,4.9,6
20130507 02,60,6,7.4
20130507 03,80,4.8,8.1
20130507 04,90,6.7,7.7
20130507 05,90,5.6,6.8
20130507 06,40,5.3,6.4
20130507 07,50,7,7.7
20130507 08,60,7.6,8.6
20130507 09,90,7,8.4
20130507 10,70,8.4,9.5
20130507 11,60,7.3,9.1
20130507 12,90,7.3,8.7
20130507 13,80,6.2,8.3
20130507 14,80,5.4,8.2
20130507 15,40,3.8,6.9
20130507 16,90,5.9,7.1
20130507 17,70,6.2,7.5
20130507 18,60,6.8,7.6
20130507 19,60,5.4,7.6
20130507 20,50,5.7,6.5
20130507 21,60,5.6,6.8
20130507 22,50,6.3,7.3
20130507 23,50,5.9,7.1
20130507 24,50,6.1,7.1
20130508 01,40,6.3,7
20130508 02,50,6.9,7.6
20130508 03,50,6.9,7.7
20130508 04,50,7,8
20130508 05,60,7.7,8.5
20130508 06,70,8.2,9.1
20130508 07,80,8.7,10.1
20130508 08,80,8.8,10.7
20130508 09,70,8.2,9.2
20130508 10,70,8,9.4
20130508 11,70,8.1,9.5
20130508 12,70,8.8,9.4
20130508 13,70,9,10.3
20130508 14,70,7.9,10
20130508 15,80,8.9,10.1
20130508 16,80,8.8,10
20130508 17,70,9.2,10
20130508 18,80,8.7,10.6
20130508 19,70,8.6,9.4
20130508 20,80,10.9,12.2
20130508 21,90,10.2,13.1
20130508 22,90,9.5,14.1
20130508 23,110,10.4,14.8
20130508 24,90,7.7,9.9
20130509 01,360,4.2,9.9
20130509 02,80,5.7,9.7
20130509 03,70,5.3,8.8
20130509 04,60,4.3,6.4
20130509 05,40,3.4,5
20130509 06,40,5.2,5.8
20130509 07,50,4.5,5.5
20130509 08,40,4,4.8
20130509 09,20,3.5,4.4
20130509 10,Varia,0.1,3.4
20130509 11,40,0.1,0.1
20130509 12,100,3.1,3.6
20130509 13,80,2.5,3.9
20130509 14,100,4.6,5.2
20130509 15,100,4.4,5.9
20130509 16,110,3.4,4.8
20130509 17,120,3.3,4.2
20130509 18,60,3.2,4.5
20130509 19,70,3.8,5.5
20130509 20,50,2.2,4.3
20130509 21,40,3,3.9
20130509 22,30,3.8,4.2
20130509 23,30,3.8,4.3
20130509 24,30,3.3,4.4
20130510 01,40,1.4,3
20130510 02,90,1.8,2.1
20130510 03,140,1.5,2
20130510 04,110,0.1,1.6
20130510 05,50,0.1,0.1
20130510 06,50,0.1,0.2
20130510 07,50,0.1,0.1
20130510 08,60,1.7,2.8
20130510 09,70,3.3,4.5
20130510 10,70,2.6,3.9
20130510 11,70,2.4,3.7
20130510 12,120,1.9,3.1
20130510 13,130,1.8,3.3
20130510 14,50,0.1,1.8
20130510 15,60,0.1,0.2
20130510 16,220,1.6,9.7
20130510 17,320,1.6,3.6
20130510 18,290,7.3,9.6
20130510 19,230,6.9,7.8
20130510 20,240,3.9,7.8
20130510 21,230,4.2,5
20130510 22,230,3.6,6
20130510 23,310,5.4,7.3
20130510 24,300,3.2,6.4
20130511 01,290,4.8,6.5
20130511 02,290,4.5,6.2
20130511 03,290,5.5,6.3
20130511 04,270,5.3,7
20130511 05,320,3.2,6.1
20130511 06,70,0.7,2.9
20130511 07,120,0.1,0.2
20130511 08,190,0.7,1.8
20130511 09,210,0.1,1.4
20130511 10,210,0.1,0.1
20130511 11,220,2.9,3.3
20130511 12,220,2.6,3.2
20130511 13,220,2.5,3.5
20130511 14,230,2.9,3.5
20130511 15,240,4,4.5
20130511 16,240,4.7,7
20130511 17,250,3.2,4.9
20130511 18,240,4,5.4
20130511 19,250,3.4,5.4
20130511 20,250,2.2,5.1
20130511 21,270,3,3.3
20130511 22,230,2.2,3.8
20130511 23,10,0.1,1.6
20130511 24,350,0.1,0.1
20130512 01,40,1.7,2.6
20130512 02,40,2.4,3.2
20130512 03,40,3.1,3.8
20130512 04,40,3.3,4.1
20130512 05,70,3.6,3.9
20130512 06,30,1.8,3.8
20130512 07,50,2.3,3.3
20130512 08,60,4,5.4
20130512 09,90,1.9,3.9
20130512 10,90,2.9,3.8
20130512 11,60,2.9,4.1
20130512 12,80,5.1,6.5
20130512 13,10,3.1,7.2
20130512 14,60,3.4,5.3
20130512 15,40,3.9,5.2
20130512 16,30,4.6,5.4
20130512 17,50,5,6.1
20130512 18,50,4.6,6.5
20130512 19,50,4.9,5.8
20130512 20,80,4.9,6.3
20130512 21,100,4.3,5.3
20130512 22,80,4.2,5.1
20130512 23,80,6.3,6.9
20130512 24,90,5.1,6.6
20130513 01,90,5.3,5.8
20130513 02,90,5,6
20130513 03,80,3.6,5.1
20130513 04,30,3.6,4.2
20130513 05,40,4.8,5.7
20130513 06,50,5.1,6.2
20130513 07,60,5.6,6.3
20130513 08,50,4.8,6.2
20130513 09,50,4,5.8
20130513 10,60,4.1,4.8
20130513 11,60,3.9,4.9
20130513 12,60,3,4.4
20130513 13,60,2.4,4
20130513 14,70,2.8,3.7
20130513 15,120,2.7,3.5
20130513 16,90,2.8,3.1
20130513 17,130,1.4,3
20130513 18,130,0.1,2.1
20130513 19,160,2.9,4.7
20130513 20,160,3.4,5.1
20130513 21,150,3.1,4.6
20130513 22,160,3.3,4.2
20130513 23,150,2.8,3.9
20130513 24,150,2.7,3.6
20130514 01,140,2.4,3.9
20130514 02,150,3.1,4.3
20130514 03,100,1.9,3.3
20130514 04,90,4,4.4
20130514 05,90,4.4,4.9
20130514 06,100,5,5.7
20130514 07,100,3.1,5.7
20130514 08,100,4.2,4.8
20130514 09,110,4.3,5
20130514 10,90,3.5,4.8
20130514 11,100,5.6,6.5
20130514 12,100,4.3,6.8
20130514 13,110,4.2,5.1
20130514 14,140,1.1,5.3
20130514 15,130,5.3,7.8
20130514 16,120,5.1,7.2
20130514 17,120,5.3,7.1
20130514 18,130,5.9,8.3
20130514 19,130,7,8.7
20130514 20,130,7.1,9.3
20130514 21,140,7.5,9.2
20130514 22,130,5.5,8.3
20130514 23,130,5.8,7.2
20130514 24,130,6.4,7.4
20130515 01,140,6.8,8
20130515 02,150,6.9,7.9
20130515 03,140,5.1,8.2
20130515 04,160,7.5,8.3
20130515 05,160,4.8,7.9
20130515 06,180,3.8,6
20130515 07,190,6,10
20130515 08,190,8,8.9
20130515 09,200,7.2,8.8
20130515 10,210,6.1,7.7
20130515 11,210,8.5,9.5
20130515 12,210,7.4,9.7
20130515 13,210,8.9,9.8
20130515 14,210,8.5,9.1
20130515 15,200,6.4,9.8
20130515 16,200,6.6,8.2
20130515 17,200,6.1,7
20130515 18,200,4.2,7.4
20130515 19,190,7.8,9.4
20130515 20,190,8.2,9.9
20130515 21,180,7.7,9.3
20130515 22,190,7.8,10
20130515 23,190,8.6,10.7
20130515 24,200,9.2,11.2
20130516 01,200,8.1,10
20130516 02,200,8.1,9.3
20130516 03,210,10.1,11.1
20130516 04,210,8.8,10.2
20130516 05,210,9.3,12.3
20130516 06,220,8.5,11.3
20130516 07,230,9.5,10.5
20130516 08,230,9.1,11.2
20130516 09,230,7.5,9.4
20130516 10,230,7.4,9.3
20130516 11,220,7.5,9.1
20130516 12,220,7.1,8.4
20130516 13,220,10.1,10.8
20130516 14,230,11.6,12.6
20130516 15,260,15.2,20.4
20130516 16,250,4,17.1
20130516 17,200,3.2,10
20130516 18,240,5.7,7.2
20130516 19,230,5.9,7.1
20130516 20,250,4.6,6.7
20130516 21,250,3.1,5.1
20130516 22,240,2.2,3.5
20130516 23,230,1.1,3.5
20130516 24,270,0.1,1.2
20130517 01,340,0.1,0.1
20130517 02,210,0.1,0.1
20130517 03,80,0.1,0.1
20130517 04,70,0.1,0.1
20130517 05,50,3,4.3
20130517 06,50,2.1,4
20130517 07,50,3.5,4.5
20130517 08,40,4.3,5.3
20130517 09,30,3.7,6
20130517 10,50,3,4.2
20130517 11,110,0.2,4.9
20130517 12,90,2.7,3.5
20130517 13,60,2.8,3.8
20130517 14,70,2.3,4.5
20130517 15,50,1.9,3.2
20130517 16,140,2.9,3.8
20130517 17,30,0.1,3.6
20130517 18,60,1.8,3.7
20130517 19,40,1.6,2.7
20130517 20,50,3.2,4.1
20130517 21,60,3.1,4.3
20130517 22,70,1.9,3.5
20130517 23,50,1.3,2.3
20130517 24,140,1.9,2.9
20130518 01,180,0.1,2.4
20130518 02,170,0.1,0.2
20130518 03,230,0.1,0.1
20130518 04,60,0.1,1.7
20130518 05,160,0.1,0.2
20130518 06,70,2.9,3.6
20130518 07,10,0.3,5.7
20130518 08,210,2.7,4
20130518 09,230,8.9,9.6
20130518 10,230,8.2,9.8
20130518 11,230,6.6,8.4
20130518 12,230,8.1,8.8
20130518 13,230,8.2,10.1
20130518 14,240,9.2,10.6
20130518 15,240,9.2,10.8
20130518 16,240,8.4,10.1
20130518 17,240,8.4,10.8
20130518 18,230,7.2,8.5
20130518 19,230,6.4,7.4
20130518 20,230,7.3,7.7
20130518 21,230,6.3,7.3
20130518 22,230,5.1,6.6
20130518 23,230,5.2,6.2
20130518 24,240,6.4,7.4
20130519 01,230,9.5,10
20130519 02,240,9.2,11.8
20130519 03,240,10.1,11.2
20130519 04,240,9.6,11.4
20130519 05,240,8.8,11.2
20130519 06,250,9.3,11.7
20130519 07,230,9.3,12.1
20130519 08,240,7.8,9.2
20130519 09,240,9.3,11
20130519 10,240,8.9,11.6
20130519 11,240,8.2,10.4
20130519 12,240,8.7,11.5
20130519 13,240,8.6,11.2
20130519 14,240,8.2,11.2
20130519 15,240,8.5,10.1
20130519 16,240,9.7,10.7
20130519 17,230,7.4,10.6
20130519 18,240,9,10.5
20130519 19,240,7.4,9.3
20130519 20,230,5.4,8
20130519 21,280,4.5,5.9
20130519 22,240,6.6,8
20130519 23,240,3.5,7.6
20130519 24,200,0.3,3.2
20130520 01,210,2.8,3.8
20130520 02,210,5.3,6
20130520 03,220,3.8,6
20130520 04,230,4.2,5.6
20130520 05,230,5.9,6.7
20130520 06,230,5.6,6.8
20130520 07,240,5.2,6.4
20130520 08,230,4.1,6.5
20130520 09,230,5,6
20130520 10,230,6.2,7.2
20130520 11,230,7,7.5
20130520 12,230,7.8,9.1
20130520 13,230,8.6,9.6
20130520 14,220,10.5,11.6
20130520 15,230,10.1,12.2
20130520 16,220,11.1,12.8
20130520 17,230,12.3,13.5
20130520 18,230,10.3,13.7
20130520 19,230,9.1,11.3
20130520 20,230,7.7,9.3
20130520 21,310,12.9,17.7
20130520 22,260,8,17.1
20130520 23,280,7.1,11.9
20130520 24,330,3.4,8
20130521 01,10,2.5,3.8
20130521 02,10,0.1,3.4
20130521 03,50,3,3.5
20130521 04,Varia,1.8,4.9
20130521 05,40,4,11
20130521 06,210,3.3,4.5
20130521 07,180,3.3,4.2
20130521 08,190,3.1,6.4
20130521 09,210,7.9,10.7
20130521 10,260,1.8,7.2
20130521 11,240,6.7,18.4
20130521 12,280,10.3,24.3
20130521 13,10,2.5,16.2
20130521 14,110,1.2,3.6
20130521 15,120,1.7,3.7
20130521 16,80,0.1,2.3
20130521 17,70,0.1,0.2
20130521 18,50,2.1,2.5
20130521 19,60,2.8,3.2
20130521 20,60,2.3,3.5
20130521 21,40,3.4,4.3
20130521 22,80,4.3,4.9
20130521 23,90,2.8,4.6
20130521 24,40,2.7,3.4
20130522 01,90,3.5,4.4
20130522 02,210,6.3,7.5
20130522 03,200,7.1,8.5
20130522 04,190,12,15
20130522 05,360,13.2,16.7
20130522 06,Varia,0.8,14.9
20130522 07,240,5.4,6.7
20130522 08,240,3.2,7
20130522 09,320,4.3,6.1
20130522 10,20,1,5.3
20130522 11,210,3.9,4.7
20130522 12,290,4.6,8.6
20130522 13,270,3.7,6.1
20130522 14,240,3.1,5.6
20130522 15,240,6.6,7.4
20130522 16,280,3.8,7.6
20130522 17,230,2.3,3.9
20130522 18,180,4.1,5.4
20130522 19,220,4.7,5.6
20130522 20,200,7,7.4
20130522 21,200,4.7,7.8
20130522 22,210,5.9,7.5
20130522 23,210,2,6.5
20130522 24,230,0.1,2.4
20130523 01,220,0.1,0.1
20130523 02,210,0.1,0.1
20130523 03,230,0.1,0.2
20130523 04,330,0.1,0.1
20130523 05,360,0.1,0.1
20130523 06,60,0.1,0.1
20130523 07,80,1.6,2.7
20130523 08,70,0.9,2.1
20130523 09,40,1.8,2.5
20130523 10,70,2.5,3
20130523 11,40,2.4,3
20130523 12,70,1.9,3
20130523 13,80,2.3,2.5
20130523 14,140,1.6,2.8
20130523 15,120,0.1,2.5
20130523 16,150,2.5,3.3
20130523 17,150,2.6,3.3
20130523 18,220,4,5
20130523 19,240,4.6,5.4
20130523 20,240,7.5,9.1
20130523 21,280,2.9,8.9
20130523 22,20,2.3,4.5
20130523 23,50,2.4,3.8
20130523 24,220,3.1,3.5
20130524 01,230,0.6,3.5
20130524 02,240,3.7,4.1
20130524 03,250,3.2,4.3
20130524 04,250,3.7,4.9
20130524 05,260,3.5,4.7
20130524 06,280,1.5,3.8
20130524 07,230,0.3,2.1
20130524 08,240,0.1,0.2
20130524 09,150,0.1,0.1
20130524 10,150,0.3,2.1
20130524 11,150,2.9,3.5
20130524 12,150,2.4,3.2
20130524 13,160,3.9,4.6
20130524 14,170,5,6
20130524 15,180,5.1,6
20130524 16,170,4.5,5.9
20130524 17,180,4.9,5.8
20130524 18,180,4.4,4.9
20130524 19,190,3,5.2
20130524 20,120,1.3,4.1
20130524 21,140,1.8,3.3
20130524 22,140,1.8,2.2
20130524 23,130,4.1,4.7
20130524 24,130,4.4,5.1
20130525 01,140,4.8,5.5
20130525 02,150,4.9,7.9
20130525 03,140,3,5.7
20130525 04,70,0.1,2.9
20130525 05,140,2.1,2.5
20130525 06,Varia,0.5,2.3
20130525 07,80,0.1,2.4
20130525 08,50,2.6,3.3
20130525 09,70,5,7
20130525 10,90,8.3,9.8
20130525 11,50,8.5,13.4
20130525 12,90,6.1,11.3
20130525 13,100,6.6,9.4
20130525 14,100,8.4,10.2
20130525 15,90,6.8,9.4
20130525 16,110,5.5,7.6
20130525 17,120,2.5,6.6
20130525 18,80,1.8,3.4
20130525 19,110,3.2,3.7
20130525 20,110,6,6.8
20130525 21,120,6.3,7.8
20130525 22,130,7,8.6
20130525 23,140,8,9.1
20130525 24,130,6.8,9.3
20130526 01,140,6.5,7.7
20130526 02,150,7,7.6
20130526 03,150,5.8,7.7
20130526 04,160,6.5,8
20130526 05,160,6.6,7.7
20130526 06,160,8.2,9
20130526 07,170,7,31.3
20130526 08,180,8.7,12
20130526 09,200,7.2,13.2
20130526 10,210,7.1,8.6
20130526 11,220,5.8,8.4
20130526 12,220,3.5,6
20130526 13,220,4.9,5.5
20130526 14,220,6.6,7.1
20130526 15,220,6.3,7.4
20130526 16,210,8.7,10.2
20130526 17,220,7.8,10.8
20130526 18,210,6.6,9.5
20130526 19,210,6,8.5
20130526 20,210,8.9,10
20130526 21,210,9.5,11.9
20130526 22,220,10.9,12.9
20130526 23,220,10.8,12.9
20130526 24,220,11.3,13.6
20130527 01,220,11,14
20130527 02,220,10.6,13.3
20130527 03,230,11.6,14.2
20130527 04,230,9.6,12.4
20130527 05,240,8,10.1
20130527 06,230,8.6,10.1
20130527 07,240,7.4,9.5
20130527 08,250,8.1,10.2
20130527 09,240,5.6,10.2
20130527 10,240,6.1,8.2
20130527 11,240,7.1,7.9
20130527 12,240,8.2,9.1
20130527 13,240,8.4,10
20130527 14,240,7.4,10.9
20130527 15,240,6.9,9.7
20130527 16,230,6.7,8.3
20130527 17,240,6.6,7.4
20130527 18,230,5.6,6.9
20130527 19,220,4.6,5.6
20130527 20,220,5.4,6.7
20130527 21,220,5,6.5
20130527 22,210,4.6,5.4
20130527 23,220,8.1,8.8
20130527 24,230,6.5,10.1
20130528 01,240,6.5,9.1
20130528 02,250,7.3,10.4
20130528 03,250,6.1,9.3
20130528 04,250,6.5,9.4
20130528 05,240,5.8,7.9
20130528 06,240,4.8,5.8
20130528 07,240,5,6.2
20130528 08,240,4.4,5.1
20130528 09,230,3.9,5.1
20130528 10,220,2.7,4.2
20130528 11,220,3.5,4.1
20130528 12,230,4,4.7
20130528 13,230,6.6,7.8
20130528 14,230,6.2,8.2
20130528 15,230,6.9,7.6
20130528 16,210,4.3,7.3
20130528 17,210,4.3,5.6
20130528 18,220,4.4,5.5
20130528 19,210,4.5,5.2
20130528 20,210,3.7,4.8
20130528 21,210,4.3,5.1
20130528 22,180,4.4,5.4
20130528 23,180,5.7,6.5
20130528 24,180,5.6,6.7
20130529 01,190,4.8,5.7
20130529 02,200,4.8,5.1
20130529 03,200,4.9,6
20130529 04,220,5.1,5.9
20130529 05,230,4.1,5.3
20130529 06,230,3.7,4.6
20130529 07,230,3.3,3.8
20130529 08,240,3.4,4.6
20130529 09,230,1.9,3.5
20130529 10,230,0.1,2.1
20130529 11,140,2.5,3.1
20130529 12,150,0.7,4.3
20130529 13,190,1.1,3.3
20130529 14,200,3.4,4.3
20130529 15,190,4.1,5.1
20130529 16,200,5,5.3
20130529 17,200,5,5.5
20130529 18,210,4.5,6.6
20130529 19,200,4.8,5.3
20130529 20,230,4,5.8
20130529 21,220,3,4.7
20130529 22,220,2.6,4.4
20130529 23,230,0.3,2.3
20130529 24,200,0.1,0.4
20130530 01,160,0.1,0.1
20130530 02,160,0.1,0.1
20130530 03,220,1.8,3.1
20130530 04,240,0.3,2.2
20130530 05,300,0.1,0.2
20130530 06,360,0.1,0.1
20130530 07,50,0.1,0.1
20130530 08,60,0.1,0.2
20130530 09,80,2.5,3.2
20130530 10,110,1.1,2.5
20130530 11,140,0.1,1
20130530 12,180,2.8,3.3
20130530 13,220,2.1,3.5
20130530 14,240,3.5,3.9
20130530 15,240,4.4,4.8
20130530 16,240,3.8,4.4
20130530 17,240,4,4.7
20130530 18,240,4.1,4.6
20130530 19,250,4,4.7
20130530 20,240,3.6,4.6
20130530 21,230,3.6,5
20130530 22,240,3.2,4
20130530 23,250,2.5,3.4
20130530 24,290,0.9,3.1
20130531 01,290,1.6,2.4
20130531 02,220,1.7,2
20130531 03,260,1.6,2.1
20130531 04,290,2,2.3
20130531 05,320,1.2,2.6
20130531 06,270,1.4,2.6
20130531 07,280,0.8,2.1
20130531 08,290,0.1,1.2
20130531 09,290,2.6,4.1
20130531 10,250,3.1,4.1
20130531 11,220,3.2,4.9
20130531 12,230,4.6,4.9
20130531 13,230,4.8,5.3
20130531 14,230,5.1,5.7
20130531 15,240,5.1,5.9
20130531 16,240,5.5,6.6
20130531 17,240,5.9,6.6
20130531 18,240,5.1,6.3
20130531 19,230,5.4,6.4
20130531 20,230,4.5,6
20130531 21,230,5.4,5.9
20130531 22,240,5.2,6.5
20130531 23,240,5.5,5.9
20130531 24,240,4.4,5.6
20130601 01,240,3.9,5.1
20130601 02,250,4.4,5.2
20130601 03,260,4.1,5.6
20130601 04,250,5.6,8.1
20130601 05,250,5.6,6.8
20130601 06,270,4.6,6.9
20130601 07,280,3.4,5.7
20130601 08,270,3.5,5.4
20130601 09,270,4.2,7.2
20130601 10,250,4.6,6.4
20130601 11,240,4.6,7.6
20130601 12,240,5.4,5.9
20130601 13,240,5.6,6.3
20130601 14,240,6.6,7.3
20130601 15,240,7.2,7.6
20130601 16,230,7.9,8.4
20130601 17,240,6.7,8.3
20130601 18,240,6.2,7.8
20130601 19,240,5.8,7.3
20130601 20,240,6,7
20130601 21,240,6.3,6.9
20130601 22,240,5.4,6.7
20130601 23,240,6.4,7.3
20130601 24,240,7.3,8.5
20130602 01,250,6.6,8
20130602 02,250,7.1,9.1
20130602 03,250,6.2,7.8
20130602 04,260,4.5,7.6
20130602 05,270,6.3,8.2
20130602 06,260,6.3,8.9
20130602 07,260,6.5,8.6
20130602 08,280,4.8,7.7
20130602 09,250,6.7,9.2
20130602 10,280,7.6,11
20130602 11,280,7.7,10.5
20130602 12,250,7.1,10.1
20130602 13,240,7.4,9.8
20130602 14,240,9,11
20130602 15,240,7.9,10.6
20130602 16,240,7.2,9.9
20130602 17,250,6.5,8.7
20130602 18,250,7,8
20130602 19,250,6.9,8.5
20130602 20,250,8.7,10.4
20130602 21,250,7,11.3
20130602 22,260,7.9,9.5
20130602 23,250,9.5,10.9
20130602 24,250,6.7,10
20130603 01,260,7.5,9.4
20130603 02,260,8.3,11
20130603 03,270,6.7,11.2
20130603 04,270,6.7,10.8
20130603 05,270,7.9,11.3
20130603 06,280,5.8,8.2
20130603 07,260,6.6,8.1
20130603 08,290,5.5,7.3
20130603 09,280,6.2,7.9
20130603 10,270,5.2,7.4
20130603 11,240,5.1,6.6
20130603 12,240,5.9,6.6
20130603 13,240,7.2,8.6
20130603 14,240,7.6,8
20130603 15,240,7.4,8.2
20130603 16,240,5.8,8
20130603 17,240,5.6,7
20130603 18,240,4.9,5.7
20130603 19,240,2.8,5.4
20130603 20,230,3.2,4.3
20130603 21,230,3.4,3.8
20130603 22,250,3,3.9
20130603 23,60,1.7,3.2
20130603 24,40,0.7,2.5
20130604 01,50,2.4,3.3
20130604 02,60,4.1,4.9
20130604 03,60,5.4,6.2
20130604 04,70,2.9,6.9
20130604 05,60,4.4,5.1
20130604 06,80,4.9,5.4
20130604 07,70,4.6,6.4
20130604 08,70,4,5
20130604 09,110,1.2,5.7
20130604 10,150,4.5,5.6
20130604 11,110,2,4.2
20130604 12,150,2.6,3.6
20130604 13,110,2.3,3.8
20130604 14,110,1.7,3.8
20130604 15,120,2.4,4.9
20130604 16,130,2,3.7
20130604 17,160,2.3,3.2
20130604 18,170,3.8,4.6
20130604 19,170,5,5.7
20130604 20,230,8,10.1
20130604 21,310,1.7,7.7
20130604 22,30,1.7,5.3
20130604 23,110,1.4,2.3
20130604 24,120,1.6,2.9
20130605 01,30,1.2,2.6
20130605 02,50,1.2,1.9
20130605 03,10,1.7,2.3
20130605 04,20,1.5,2.8
20130605 05,40,0.1,1.9
20130605 06,40,2.5,3.1
20130605 07,30,1.7,2.9
20130605 08,60,2.2,2.6
20130605 09,10,3.1,3.6
20130605 10,70,4.6,5.5
20130605 11,90,6.2,7.7
20130605 12,100,6.6,8.4
20130605 13,120,4.6,9.7
20130605 14,110,4.3,6.6
20130605 15,230,7.7,11.2
20130605 16,220,0.1,6.2
20130605 17,110,0.1,2
20130605 18,130,0.1,2.9
20130605 19,10,0.1,0.2
20130605 20,40,0.4,3
20130605 21,40,2.3,3.9
20130605 22,50,3,3.5
20130605 23,80,5,5.8
20130605 24,110,5.1,6.5
20130606 01,120,4,6.2
20130606 02,110,3.3,5.4
20130606 03,120,2.7,4
20130606 04,110,3,3.5
20130606 05,60,2.6,3.7
20130606 06,20,2.7,4.6
20130606 07,210,3.4,8.2
20130606 08,230,2.9,10.3
20130606 09,50,0.1,5.3
20130606 10,10,0.1,0.1
20130606 11,40,0.1,0.2
20130606 12,40,1.8,2.5
20130606 13,60,1.1,2.8
20130606 14,70,2.1,3
20130606 15,70,2.1,3.6
20130606 16,80,3,3.7
20130606 17,80,2.6,4
20130606 18,80,2.7,3.4
20130606 19,160,2.9,6.4
20130606 20,110,1.9,4.9
20130606 21,110,2.4,3.1
20130606 22,120,2.5,3.2
20130606 23,160,5.9,6.9
20130606 24,170,6.4,7.1
20130607 01,160,4.6,6.2
20130607 02,170,5.2,5.9
20130607 03,200,4.5,6.3
20130607 04,210,3.4,4.6
20130607 05,200,3.1,3.8
20130607 06,200,2.5,3.2
20130607 07,200,2.3,3.2
20130607 08,200,2.2,2.7
20130607 09,200,3.4,4.2
20130607 10,190,3.8,4.7
20130607 11,220,5.9,9.7
20130607 12,220,3.3,13
20130607 13,230,3.9,4.5
20130607 14,220,4.9,5.6
20130607 15,220,4.2,5.1
20130607 16,210,3.8,4.9
20130607 17,190,5,5.7
20130607 18,200,5.4,6.5
20130607 19,210,6.1,6.9
20130607 20,190,5.4,6.9
20130607 21,200,4.6,5.6
20130607 22,190,5.6,6.2
20130607 23,200,6.4,7.7
20130607 24,210,6.6,7.3
20130608 01,210,5.8,7.4
20130608 02,230,6.4,7.8
20130608 03,240,6,7.4
20130608 04,250,4.6,6.9
20130608 05,240,5.1,6.7
20130608 06,250,5.3,7.6
20130608 07,240,5.5,6.7
20130608 08,240,5.4,6.5
20130608 09,240,5.9,7
20130608 10,240,6.8,8.5
20130608 11,240,5.1,7.1
20130608 12,230,6.9,7.4
20130608 13,230,7.3,8.1
20130608 14,230,8.2,9.2
20130608 15,230,7.3,8.3
20130608 16,230,7.4,8.6
20130608 17,230,6.3,7.8
20130608 18,240,7.4,8.7
20130608 19,230,7.9,9.3
20130608 20,230,7.4,8.4
20130608 21,230,5.8,7.6
20130608 22,220,4.3,6
20130608 23,220,6.1,7.4
20130608 24,220,7.2,8.7
20130609 01,230,7.5,9.5
20130609 02,230,7.3,9.2
20130609 03,240,9.1,10.5
20130609 04,240,7.3,11
20130609 05,250,8.2,10.3
20130609 06,260,7.9,10.5
20130609 07,270,6.7,9.4
20130609 08,240,6.7,9.5
20130609 09,240,6.4,8.7
